-1.52	-1.15	1
-0.916	0.397	1
-1.09	0.437	1
-0.584	0.0937	1
-1.25	-0.286	1
1.7	1.21	1
-0.482	-0.485	1
0.0809	1.93	1
-0.541	-0.332	1
-1.69	-0.0461	1
1.26	1.21	1
-0.863	0.496	1
1.16	-0.458	1
-0.595	-0.651	1
-0.77	0.364	1
-0.871	-0.825	1
0.996	-1.7	1
1.74	0.964	1
1.18	-0.335	1
2.52	1.43	1
0.271	-0.591	1
-1.59	-0.68	1
0.408	0.0673	1
0.00902	-0.434	1
-2.14	-1.43	1
0.396	-0.606	1
0.315	-0.182	1
0.00665	0.0118	1
-0.352	-0.49	1
0.785	0.0481	1
1.33	1.51	1
1.09	-1.37	1
-1.67	-1.26	1
-0.508	-0.715	1
0.603	-0.108	1
-0.323	-0.213	1
0.201	0.0024	1
0.0238	0.0836	1
-0.308	2.19	1
0.767	-0.248	1
1.23	-1.2	1
1.33	1.63	1
0.27	0.0491	1
-1.69	-1.87	1
0.495	-0.281	1
1.36	-0.732	1
-0.209	0.345	1
1.26	-1.37	1
-1.78	-0.378	1
0.98	-0.0439	1
-1.39	-0.451	1
1.22	-0.361	1
-0.838	0.356	1
1.17	-1.39	1
-0.0269	0.958	1
1.38	-1.74	1
1.2	1.54	1
2.07	1.02	1
-0.462	-0.187	1
0.615	-0.0228	1
-1.79	-0.98	1
-1.79	-0.954	1
0.826	1.5	1
-1.08	0.114	1
0.706	1.38	1
-1.26	0.23	1
-0.223	-0.419	1
-1.86	-1.57	1
-0.214	0.38	1
0.744	1.42	1
1.77	1.35	1
-0.903	0.101	1
0.309	-0.175	1
-0.0962	0.19	1
1.02	-0.261	1
2.35	1.21	1
-1.16	0.469	1
0.0179	-0.7	1
1.07	-0.985	1
1.49	1.55	1
-0.0625	-0.12	1
-1.77	-0.923	1
-0.202	0.712	1
1.06	-0.427	1
1.71	1.1	1
1.86	1.14	1
-0.529	-0.357	1
0.666	1.36	1
-0.296	0.255	1
0.741	-1.2	1
-0.0987	0.966	1
0.896	1.58	1
-0.412	0.492	1
-0.753	-0.0615	1
0.497	-0.671	1
-1.04	-0.2	1
0.976	-1.39	1
0.303	-0.143	1
1.1	-0.695	1
0.579	-1.02	1
0.916	0.144	1
-0.877	-0.401	1
1.97	0.99	1
1.06	-0.69	1
1.42	-0.32	1
0.535	0.504	1
1.14	-0.209	1
0.268	-1.08	1
-1.77	-0.828	1
0.378	-0.0609	1
1.19	0.113	1
2.07	1.21	1
1.23	-0.0582	1
0.44	0.399	1
0.143	0.263	1
1.23	-0.615	1
0.0107	0.0258	1
0.36	-0.715	1
-0.645	-0.238	1
-1.86	-0.963	1
0.122	-0.041	1
1.33	1.42	1
0.778	-0.694	1
-1.87	-1.26	1
-0.956	-0.818	1
-1.25	0.512	1
0.329	-0.37	1
-1.37	-0.803	1
1.19	-1.34	1
0.983	-1.31	1
-1.63	-1.41	1
-1.02	-0.296	1
-0.387	0.26	1
-1.59	-1	1
-0.869	-0.0393	1
-1.9	0.106	1
-0.112	-0.841	1
0.842	-1.41	1
0.564	-1.13	1
-0.0584	0.54	1
-1.58	-1.26	1
-0.813	-0.57	1
-0.579	-0.748	1
0.719	0.0781	1
-0.274	0.0468	1
0.207	0.0304	1
1.17	-0.567	1
-1.87	-1.1	1
-0.946	-0.197	1
0.812	-0.195	1
0.287	-0.517	1
-1.54	-0.643	1
-1.18	-0.0978	1
0.0431	-0.0199	1
0.0788	-0.0998	1
-0.24	1.72	1
1.29	-1.43	1
-0.206	-0.474	1
0.298	-0.829	1
0.328	1.71	1
-1.24	-0.352	1
-1.39	-0.68	1
1.2	-1.56	1
-0.208	0.332	1
-0.102	-0.13	1
-1.06	0.496	1
0.866	-0.917	1
1.73	1.68	1
1.2	-0.948	1
-0.314	0.0194	1
-0.0978	-0.424	1
-0.201	0.0726	1
0.99	-0.0762	1
0.569	1.62	1
-1.2	-0.451	1
-0.853	-0.254	1
0.837	1.75	1
-0.364	-0.0828	1
0.939	-0.351	1
1.37	-0.331	1
-0.113	-0.197	1
0.103	0.329	1
-0.533	-0.402	1
1.09	-1.59	1
1.46	-0.417	1
-1.59	-0.98	1
-1.58	-0.842	1
-0.0203	1.92	1
0.351	-0.0402	1
2.6	0.951	1
-1.29	-0.529	1
-1.69	-1.2	1
2.16	1.16	1
-0.259	0.496	1
-0.472	0.411	1
-1.73	-1.32	1
-1.24	-0.919	1
-1.4	-0.37	1
-0.288	0.305	1
0.778	1.44	1
-1.27	-0.273	1
0.74	1.2	1
0.805	-0.237	1
-1.86	-1.47	1
0.487	-0.13	1
0.96	-0.522	1
-1.76	-0.903	1
0.0486	-0.389	1
-1.46	0.0829	1
-1.69	-0.542	1
0.707	0.0524	1
-0.488	-0.566	1
1.84	1.18	1
0.529	0.788	1
0.571	0.197	1
-1.23	-0.308	1
-1.33	0.0398	1
-1.35	0.424	1
0.859	-0.952	1
-0.672	0.683	1
-1.9	-1.1	1
-1.38	-0.32	1
-1.01	-0.771	1
-0.739	0.578	1
0.416	1.86	1
-0.181	0.344	1
0.422	-0.934	1
-0.407	0.602	1
-0.0552	0.882	1
-2.08	-1.78	1
-1.12	0.154	1
-1.1	0.135	1
0.472	0.289	1
-0.413	-0.0275	1
-0.875	0.591	1
-0.404	0.178	1
-0.297	-0.467	1
-1.14	-0.494	1
-0.0242	-0.659	1
-0.641	0.516	1
0.701	0.0237	1
-0.516	0.831	1
0.863	-1.02	1
-1.12	0.559	1
2.43	1.39	1
-1.67	-1.73	1
0.743	-1.18	1
-1.52	-0.658	1
1.28	-0.176	1
1.58	-1.29	1
-2.15	-0.858	1
-0.0307	0.678	1
0.642	1.65	1
-1.58	-1.25	1
0.333	-0.845	1
-1.18	-0.758	1
1.15	-1.52	1
-0.601	-0.539	1
-1.57	-1.74	1
0.652	-0.646	1
0.71	0.0529	1
-1.01	-1.27	1
0.469	-0.321	1
-0.411	0.727	1
-0.72	0.189	1
-0.00329	-0.0777	1
-0.937	-0.086	1
2.21	1.02	1
0.37	0.312	1
-1.41	-0.214	1
-0.0246	-0.141	1
-1.35	-0.485	1
-0.198	1.67	1
-0.8	-0.282	1
0.168	0.345	1
1.45	-1.24	1
-0.457	-0.322	1
0.902	-1.08	1
1.01	-1.05	1
-0.287	-0.726	1
0.205	-0.471	1
-0.623	-0.737	1
0.899	-0.235	1
0.834	-0.584	1
0.15	-0.256	1
-1.23	-0.336	1
0.866	-0.807	1
-1.3	-1.17	1
0.527	-0.251	1
-0.748	-0.57	1
0.105	0.103	1
0.563	0.137	1
0.317	-0.0233	1
-1.31	0.00723	1
0.576	1.7	1
-0.106	-0.316	1
-1.46	-0.909	1
0.552	-1.07	1
-1.14	0.304	1
-1.64	0.143	1
0.775	0.0171	1
-1.71	-1.29	1
-0.636	-0.988	1
0.0949	-0.854	1
-0.0238	4.07E-04	1
0.939	1.69	1
0.324	1.68	1
-1.31	-0.229	1
1.01	-0.94	1
0.0219	-0.388	1
-0.146	0.132	1
1.21	-1.02	1
1.39	-0.872	1
0.502	-0.536	1
-1.35	-1.19	1
-1.11	0.439	1
-1.87	-0.451	1
-1.66	-0.735	1
0.243	0.304	1
0.169	1.86	1
-1.11	0.655	1
-1.62	-1.85	1
0.377	0.198	1
-0.118	1.7	1
1.2	-0.598	1
-1.89	-0.727	1
0.833	-0.254	1
-1.7	-0.845	1
0.272	1.82	1
-1.07	0.534	1
0.195	-0.296	1
0.808	-0.831	1
0.755	0.22	1
1.32	1.36	1
-0.558	0.572	1
0.27	0.696	1
-0.606	-0.546	1
-0.556	-0.505	1
0.143	0.337	1
1.47	-0.312	1
-0.377	0.607	1
0.816	0.306	1
1.16	-1.08	1
0.378	-0.56	1
0.934	0.258	1
1.01	-0.743	1
0.96	-0.9	1
-0.249	0.0234	1
2.51	1.11	1
0.154	-0.653	1
-0.264	-0.768	1
-0.573	-0.789	1
-0.61	-0.306	1
0.184	1.7	1
0.0317	-0.821	1
-2.14	-0.476	1
-0.466	0.145	1
0.59	-0.796	1
-0.235	-0.617	1
0.796	0.429	1
-1.97	-0.271	1
-0.39	-0.209	1
0.165	-0.405	1
0.218	-0.368	1
-0.283	1.88	1
0.313	0.189	1
-0.341	-0.0358	1
-1.73	-1.3	1
-0.451	0.775	1
-1.62	-0.712	1
-0.862	-0.0613	1
-0.255	0.387	1
0.118	0.13	1
-0.786	-0.64	1
-0.0895	1.65	1
2.46	1.23	1
0.976	-1.53	1
1.47	1.21	1
-1.97	-0.674	1
0.748	-0.558	1
-1.45	-0.203	1
-1.68	-0.51	1
-0.232	-0.843	1
1.66	1.42	1
1.37	-1.52	1
0.802	0.431	1
0.913	-0.318	1
0.854	-0.827	1
-1.47	-0.212	1
1.24	-1.33	1
0.659	-0.057	1
1.51	-1.15	1
1.05	-2.08	1
-1.42	-1.51	1
-1.59	-0.766	1
0.903	-1.17	1
-0.323	-0.264	1
-1.26	-0.296	1
0.874	-1.41	1
-1.52	-0.74	1
-0.716	-0.194	1
-0.579	-0.397	1
1.45	-1.78	1
1.39	-1.11	1
-0.238	0.126	1
-0.576	-0.463	1
0.258	0.309	1
-0.827	-0.506	1
1.08	1.42	1
0.146	-0.151	1
-1.19	-0.529	1
0.0176	0.0932	1
-0.0618	0.358	1
-1.78	-1.49	1
-1.86	-0.977	1
-0.699	-5.78E-04	1
-0.233	0.593	1
-1.66	-0.792	1
-0.673	0.313	1
-1.24	-0.72	1
-1.25	0.104	1
1.85	1.38	1
0.546	-0.195	1
-1.13	-1.08	1
-1.13	0.193	1
-1.07	-1.11	1
0.0438	0.536	1
0.156	0.152	1
-0.311	0.995	1
-1.42	-0.36	1
1.52	-1.34	1
-1.91	-2.24	1
2.06	1.12	1
0.0584	-0.638	1
0.486	0.245	1
-0.0227	0.163	1
1.15	1.16	1
-2.03	-1.65	1
0.522	1.36	1
-0.801	-0.24	1
-0.178	-0.238	1
-1.94	-1.03	1
0.322	1.68	1
0.407	1.67	1
0.683	-0.0347	1
-2.05	-1.4	1
-0.679	-0.0957	1
2.23	0.895	1
-0.122	-0.0671	1
1.41	-0.808	1
-0.68	0.314	1
-0.347	0.574	1
0.265	-0.182	1
0.896	0.36	1
-1.26	-1.01	1
-1.65	-0.723	1
1.87	1.19	1
0.839	-0.0819	1
1.26	-0.912	1
2.81	1.3	1
0.725	-0.54	1
-0.709	-0.262	1
-1	0.078	1
2.17	1.24	1
0.433	0.38	1
-1.32	-0.403	1
-0.812	-0.411	1
1.16	1.48	1
-0.54	-0.601	1
-1.48	-0.682	1
1.41	-1.48	1
-1.63	-1.16	1
-1.08	-0.0594	1
-0.334	0.18	1
-0.477	0.676	1
1.12	-0.756	1
-0.0662	-0.479	1
-0.32	0.707	1
1.76	1.33	1
-0.254	0.403	1
0.636	1.34	1
-0.804	0.396	1
1.89	0.834	1
-1.03	-0.422	1
0.713	2.04	1
-1.44	-0.358	1
1.79	1.5	1
-0.27	0.0117	1
2.17	1.45	1
1.66	1.3	1
2.12	1.1	1
-0.252	0.623	1
-0.966	0.487	1
-1.95	-0.9	1
0.395	0.423	1
-0.947	0.445	1
0.112	0.238	1
-0.322	-0.356	1
-0.339	0.806	1
-0.711	0.0759	1
-0.651	0.369	1
1.76	1.48	1
0.584	-0.212	1
-1.2	-0.248	1
0.073	-0.00169	1
-0.0281	-0.323	1
-1.42	-0.0747	1
0.237	0.0367	1
0.604	-0.709	1
0.686	-0.19	1
1.2	-0.754	1
1.78	1.35	1
-0.629	-0.118	1
2.64	0.966	1
0.323	-0.796	1
-2.11	-1.45	1
-1.28	0.213	1
-0.577	0.206	1
2.71	1.35	1
-1.15	0.406	1
0.216	1.96	1
-0.852	-0.59	1
1	1.69	1
1.93	1.34	1
1.33	-0.486	1
-0.0767	1.68E-04	1
-1.87	-1.17	1
0.133	-0.227	1
-0.719	-0.384	1
1.57	1.43	1
-0.656	-0.334	1
1.07	-0.221	1
-0.0692	1.73	1
2.36	1.33	1
-0.903	-0.0822	1
0.271	-0.0382	1
-0.112	1.85	1
0.74	1.53	1
0.451	-0.00833	1
-2.1	-0.859	1
-0.198	-0.536	1
1.54	1.24	1
0.734	-0.212	1
-2.12	-0.575	1
-1.89	-0.799	1
-0.975	-0.182	1
0.616	-1.07	1
-1.41	-1.02	1
-0.286	-0.571	1
0.526	1.36	1
-0.251	0.846	1
-1.51	-0.593	1
-0.162	-0.0223	1
-0.628	-0.267	1
-0.61	0.00888	1
0.275	-0.202	1
0.908	-0.506	1
-0.628	0.601	1
-0.5	-0.0595	1
-0.341	0.169	1
0.0554	-0.139	1
-0.116	0.0815	1
-0.71	-0.874	1
1.51	1.59	1
-1.95	-0.16	1
2.36	1.5	1
-1.46	-0.891	1
0.637	0.00536	1
0.384	-0.314	1
-0.744	0.196	1
0.553	-0.817	1
-0.532	-0.179	1
-1.25	-0.897	1
0.524	-0.648	1
0.791	1.69	1
0.768	-0.917	1
1.18	1.25	1
0.32	-0.465	1
-1.27	-0.704	1
-0.468	0.245	1
1.44	-1.52	1
-1.62	-1.16	1
1.89	1.1	1
-1.81	-0.643	1
-0.747	0.468	1
1.19	-0.966	1
0.748	1.81	1
0.74	1.35	1
0.371	-0.589	1
-0.752	-0.319	1
2.51	1.3	1
-1.55	-0.663	1
0.0188	0.0512	1
-0.71	0.465	1
-1.43	-1.18	1
-1.39	-0.282	1
0.0256	0.228	1
-1.01	-0.211	1
-1.02	0.899	1
-0.707	-0.378	1
2.21	1.21	1
0.25	0.466	1
2.34	1.13	1
0.614	-0.157	1
-1.64	-1.27	1
0.779	-0.815	1
-0.707	-0.568	1
-1.01	0.412	1
1.61	1.4	1
-1.26	-0.503	1
-0.845	-0.377	1
1.31	-0.566	1
1.15	-1.56	1
-0.0017	0.282	1
-0.617	-0.458	1
-0.221	0.12	1
0.876	-0.969	1
-0.0237	0.303	1
0.0052	0.24	1
-0.806	0.575	1
0.423	-0.334	1
1.08	1.36	1
0.908	1.48	1
0.355	0.562	1
0.149	-0.295	1
-1.94	-0.273	1
0.222	0.214	1
-1.44	-0.43	1
0.265	-0.375	1
-0.295	0.565	1
-1.55	-1.02	1
